content,translation
然 而 旱 干 水 溢 ， 则 变 置 社 稷 。,但 仍 发 生 旱 灾 水 灾 ， 那 么 就 另 外 改 换 土 神 和 谷 神 。
则 变 置 社 稷 。,那 么 就 另 外 改 换 土 神 和 谷 神 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 圣 人 ，,孟 子 说 ： 圣 人 ，
孟 子 曰 ： 圣 人 ， 百 世 之 师 也 ，,孟 子 说 ： 圣 人 ， 是 百 世 人 民 的 老 师 ，
圣 人 ，,圣 人 ，
圣 人 ， 百 世 之 师 也 ，,圣 人 ， 是 百 世 人 民 的 老 师 ，
圣 人 ， 百 世 之 师 也 ， 伯 夷 、,圣 人 ， 是 百 世 人 民 的 老 师 ， 伯 夷 、
百 世 之 师 也 ，,是 百 世 人 民 的 老 师 ，
百 世 之 师 也 ， 伯 夷 、,是 百 世 人 民 的 老 师 ， 伯 夷 、
百 世 之 师 也 ， 伯 夷 、 柳 下 惠 是 也 。,是 百 世 人 民 的 老 师 ， 伯 夷 、 柳 下 惠 就 是 这 样 的 圣 人 。
伯 夷 、,伯 夷 、
伯 夷 、 柳 下 惠 是 也 。,伯 夷 、 柳 下 惠 就 是 这 样 的 圣 人 。
柳 下 惠 是 也 。,柳 下 惠 就 是 这 样 的 圣 人 。
故 闻 伯 夷 之 风 者 ，,听 到 伯 夷 高 风 亮 节 的 人 ，
故 闻 伯 夷 之 风 者 ， 顽 夫 廉 ，,听 到 伯 夷 高 风 亮 节 的 人 ， 贪 婪 者 都 会 变 得 廉 洁 ，
故 闻 伯 夷 之 风 者 ， 顽 夫 廉 ， 懦 夫 有 立 志 ；,听 到 伯 夷 高 风 亮 节 的 人 ， 贪 婪 者 都 会 变 得 廉 洁 ， 懦 弱 的 人 也 会 长 志 气 。
顽 夫 廉 ，,贪 婪 者 都 会 变 得 廉 洁 ，
顽 夫 廉 ， 懦 夫 有 立 志 ；,贪 婪 者 都 会 变 得 廉 洁 ， 懦 弱 的 人 也 会 长 志 气 。
懦 夫 有 立 志 ；,懦 弱 的 人 也 会 长 志 气 。
闻 柳 下 惠 之 风 者 ，,听 到 柳 下 惠 高 风 亮 节 的 人 ，
闻 柳 下 惠 之 风 者 ， 薄 夫 敦 ，,听 到 柳 下 惠 高 风 亮 节 的 人 ， 刻 薄 者 也 会 变 得 敦 厚 ，
闻 柳 下 惠 之 风 者 ， 薄 夫 敦 ， 鄙 夫 宽 。,听 到 柳 下 惠 高 风 亮 节 的 人 ， 刻 薄 者 也 会 变 得 敦 厚 ， 见 识 浅 薄 者 也 会 变 得 宽 宏 大 量 。
薄 夫 敦 ，,刻 薄 者 也 会 变 得 敦 厚 ，
薄 夫 敦 ， 鄙 夫 宽 。,刻 薄 者 也 会 变 得 敦 厚 ， 见 识 浅 薄 者 也 会 变 得 宽 宏 大 量 。
鄙 夫 宽 。,见 识 浅 薄 者 也 会 变 得 宽 宏 大 量 。
奋 乎 百 世 之 上 。,百 世 以 前 奋 发 进 取 ，
百 世 之 下 ，,百 世 以 后 ，
百 世 之 下 ， 闻 者 莫 不 兴 起 也 。,百 世 以 后 ， 听 说 这 些 的 人 无 不 感 动 振 作 。
闻 者 莫 不 兴 起 也 。,听 说 这 些 的 人 无 不 感 动 振 作 。
非 圣 人 而 能 若 是 乎 ，,如 果 不 是 圣 人 ，
非 圣 人 而 能 若 是 乎 ， 而 况 于 亲 炙 之 者 乎 ？,如 果 不 是 圣 人 ， 谁 能 够 有 如 此 的 作 为 ？ 何 况 是 那 些 亲 自 受 到 圣 人 熏 陶 的 人 呢 ？
而 况 于 亲 炙 之 者 乎 ？,谁 能 够 有 如 此 的 作 为 ？ 何 况 是 那 些 亲 自 受 到 圣 人 熏 陶 的 人 呢 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 仁 也 者 ，,孟 子 说 ： 所 谓 的 仁 爱 ，
孟 子 曰 ： 仁 也 者 ， 人 也 。,孟 子 说 ： 所 谓 的 仁 爱 ， 只 有 人 才 拥 有 。
仁 也 者 ，,所 谓 的 仁 爱 ，
仁 也 者 ， 人 也 。,所 谓 的 仁 爱 ， 只 有 人 才 拥 有 。
人 也 。,只 有 人 才 拥 有 。
合 而 言 之 ，,合 起 来 说 ，
合 而 言 之 ， 道 也 。,合 起 来 说 ， 就 是 人 生 的 道 路 。
道 也 。,就 是 人 生 的 道 路 。
鲁 平 公 将 出 。,鲁 平 公 将 要 外 出 ，
嬖 人 臧 仓 者 请 曰 ：,他 宠 爱 的 近 臣 臧 仓 请 示 说 ：
嬖 人 臧 仓 者 请 曰 ： 他 日 君 出 ，,他 宠 爱 的 近 臣 臧 仓 请 示 说 ： 往 日 君 王 外 出 ，
嬖 人 臧 仓 者 请 曰 ： 他 日 君 出 ， 则 必 命 有 司 所 之 。,他 宠 爱 的 近 臣 臧 仓 请 示 说 ： 往 日 君 王 外 出 ， 都 要 令 有 关 官 员 知 道 。
他 日 君 出 ，,往 日 君 王 外 出 ，
他 日 君 出 ， 则 必 命 有 司 所 之 。,往 日 君 王 外 出 ， 都 要 令 有 关 官 员 知 道 。
则 必 命 有 司 所 之 。,都 要 令 有 关 官 员 知 道 。
今 乘 舆 已 驾 矣 ，,今 天 车 马 已 经 备 好 ，
今 乘 舆 已 驾 矣 ， 有 司 未 知 所 之 。,今 天 车 马 已 经 备 好 ， 有 关 官 员 还 不 知 道 要 去 哪 里 ，
有 司 未 知 所 之 。,有 关 官 员 还 不 知 道 要 去 哪 里 ，
敢 请 。,胆 敢 请 君 王 示 下 。
公 曰 ：,鲁 平 公 说 ：
公 曰 ： 将 见 孟 子 。,鲁 平 公 说 ： 要 去 见 孟 子 。
将 见 孟 子 。,要 去 见 孟 子 。
曰 ：,臧 仓 说 ：
曰 ： 何 哉 ？,臧 仓 说 ： 这 是 为 什 么 呀 ？
何 哉 ？,这 是 为 什 么 呀 ？
君 所 为 轻 身 以 先 于 匹 夫 者 ，,您 为 什 么 要 降 低 身 份 去 见 一 个 读 书 人 呢 ？
君 所 为 轻 身 以 先 于 匹 夫 者 ， 以 为 贤 乎 ？,您 为 什 么 要 降 低 身 份 去 见 一 个 读 书 人 呢 ？ 您 以 为 他 贤 能 吗 ？
以 为 贤 乎 ？,您 以 为 他 贤 能 吗 ？
礼 义 由 贤 者 出 。,礼 义 是 贤 者 所 提 倡 的 ；
而 孟 子 之 后 丧 逾 前 丧 。,而 孟 子 后 来 为 母 亲 操 办 的 丧 事 超 过 先 前 为 父 亲 操 办 的 丧 事 。
君 无 见 焉 ！,君 王 还 是 不 要 见 他 的 好 。
公 曰 ：,鲁 平 公 说 ：
公 曰 ： 诺 。,鲁 平 公 说 ： 好 吧 。
诺 。,好 吧 。
乐 正 子 入 见 ，,乐 正 子 入 宫 见 鲁 平 公 ，
乐 正 子 入 见 ， 曰 ：,乐 正 子 入 宫 见 鲁 平 公 ， 说 ：
乐 正 子 入 见 ， 曰 ： 君 奚 为 不 见 孟 轲 也 ？,乐 正 子 入 宫 见 鲁 平 公 ， 说 ： 君 王 为 什 么 不 去 见 孟 柯 呢 ？
曰 ：,说 ：
曰 ： 君 奚 为 不 见 孟 轲 也 ？,说 ： 君 王 为 什 么 不 去 见 孟 柯 呢 ？
君 奚 为 不 见 孟 轲 也 ？,君 王 为 什 么 不 去 见 孟 柯 呢 ？
曰 ：,鲁 平 公 说 ：
曰 ： 或 告 寡 人 曰 ，,鲁 平 公 说 ： 有 人 告 诉 寡 人 说 ：
曰 ： 或 告 寡 人 曰 ， 孟 子 之 后 丧 逾 前 丧 ，,鲁 平 公 说 ： 有 人 告 诉 寡 人 说 ： 孟 子 后 来 为 母 亲 操 办 的 丧 事 超 过 先 前 为 父 亲 操 办 的 丧 事 。
或 告 寡 人 曰 ，,有 人 告 诉 寡 人 说 ：
或 告 寡 人 曰 ， 孟 子 之 后 丧 逾 前 丧 ，,有 人 告 诉 寡 人 说 ： 孟 子 后 来 为 母 亲 操 办 的 丧 事 超 过 先 前 为 父 亲 操 办 的 丧 事 。
或 告 寡 人 曰 ， 孟 子 之 后 丧 逾 前 丧 ， 是 以 不 往 见 也 。,有 人 告 诉 寡 人 说 ： 孟 子 后 来 为 母 亲 操 办 的 丧 事 超 过 先 前 为 父 亲 操 办 的 丧 事 。 所 以 我 不 去 见 他 。
孟 子 之 后 丧 逾 前 丧 ，,孟 子 后 来 为 母 亲 操 办 的 丧 事 超 过 先 前 为 父 亲 操 办 的 丧 事 。
孟 子 之 后 丧 逾 前 丧 ， 是 以 不 往 见 也 。,孟 子 后 来 为 母 亲 操 办 的 丧 事 超 过 先 前 为 父 亲 操 办 的 丧 事 。 所 以 我 不 去 见 他 。
是 以 不 往 见 也 。,所 以 我 不 去 见 他 。
曰 ：,乐 正 子 说 ：
曰 ： 何 哉 君 所 谓 逾 者 ？,乐 正 子 说 ： 这 是 为 什 么 呀 ？ 君 王 所 谓 的 超 过 ，
何 哉 君 所 谓 逾 者 ？,这 是 为 什 么 呀 ？ 君 王 所 谓 的 超 过 ，
前 以 士 ，,是 前 面 用 士 的 丧 礼 ，
前 以 士 ， 后 以 大 夫 ；,是 前 面 用 士 的 丧 礼 ， 后 面 以 大 夫 的 丧 礼 ？
后 以 大 夫 ；,后 面 以 大 夫 的 丧 礼 ？
前 以 三 鼎 ，,还 是 前 面 用 三 鼎 礼 ，
前 以 三 鼎 ， 而 后 以 五 鼎 与 ？,还 是 前 面 用 三 鼎 礼 ， 后 面 用 五 鼎 礼 ？
而 后 以 五 鼎 与 ？,后 面 用 五 鼎 礼 ？
曰 ：,鲁 平 公 说 ：
曰 ： 否 。,鲁 平 公 说 ： 不 是 ，
否 。,不 是 ，
谓 棺 椁 衣 衾 之 美 也 。,我 所 说 的 是 指 棺 椁 和 寿 衣 的 精 美 不 同 。
曰 ：,乐 正 子 说 ：
曰 ： 非 所 谓 逾 也 ，,乐 正 子 说 ： 这 不 叫 超 过 ，
曰 ： 非 所 谓 逾 也 ， 贫 富 不 同 也 。,乐 正 子 说 ： 这 不 叫 超 过 ， 这 是 前 后 家 境 贫 富 不 同 而 已 。
非 所 谓 逾 也 ，,这 不 叫 超 过 ，
非 所 谓 逾 也 ， 贫 富 不 同 也 。,这 不 叫 超 过 ， 这 是 前 后 家 境 贫 富 不 同 而 已 。
贫 富 不 同 也 。,这 是 前 后 家 境 贫 富 不 同 而 已 。
曰 ：,后 来 乐 正 子 见 到 孟 子 时 说 ：
曰 ： 克 告 于 君 ，,后 来 乐 正 子 见 到 孟 子 时 说 ： 我 告 诉 了 君 王 ，
曰 ： 克 告 于 君 ， 君 为 来 见 也 。,后 来 乐 正 子 见 到 孟 子 时 说 ： 我 告 诉 了 君 王 ， 君 王 本 来 要 来 见 你 的 ，
克 告 于 君 ，,我 告 诉 了 君 王 ，
克 告 于 君 ， 君 为 来 见 也 。,我 告 诉 了 君 王 ， 君 王 本 来 要 来 见 你 的 ，
君 为 来 见 也 。,君 王 本 来 要 来 见 你 的 ，
嬖 人 有 臧 仓 者 沮 君 ，,但 有 一 个 他 宠 爱 的 近 臣 臧 仓 阻 止 了 他 ，
嬖 人 有 臧 仓 者 沮 君 ， 君 是 以 不 果 来 也 。,但 有 一 个 他 宠 爱 的 近 臣 臧 仓 阻 止 了 他 ， 鲁 君 因 此 没 有 来 。
君 是 以 不 果 来 也 。,鲁 君 因 此 没 有 来 。
曰 ：,孟 子 说 ：
曰 ： 行 或 使 之 ，,孟 子 说 ： 一 个 行 动 ， 或 许 有 人 促 进 它 ；
曰 ： 行 或 使 之 ， 止 或 尼 之 。,孟 子 说 ： 一 个 行 动 ， 或 许 有 人 促 进 它 ； 或 许 有 人 制 止 它 。
行 或 使 之 ，,一 个 行 动 ， 或 许 有 人 促 进 它 ；
行 或 使 之 ， 止 或 尼 之 。,一 个 行 动 ， 或 许 有 人 促 进 它 ； 或 许 有 人 制 止 它 。
止 或 尼 之 。,或 许 有 人 制 止 它 。
行 止 ，,行 动 和 停 止 ，
行 止 ， 非 人 所 能 也 。,行 动 和 停 止 ， 不 是 一 个 人 所 能 左 右 的 。
非 人 所 能 也 。,不 是 一 个 人 所 能 左 右 的 。
吾 之 不 遇 鲁 侯 ，,我 之 所 以 不 能 与 鲁 君 相 见 ，
吾 之 不 遇 鲁 侯 ， 天 也 。,我 之 所 以 不 能 与 鲁 君 相 见 ， 天 意 呀 ！
天 也 。,天 意 呀 ！
臧 氏 之 子 焉 能 使 予 不 遇 哉 ？,臧 仓 那 小 子 怎 么 能 使 我 们 不 能 相 见 呢 ？
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 孔 子 之 去 鲁 ，,孟 子 说 ： 孔 子 离 开 鲁 国 时 ，
孟 子 曰 ： 孔 子 之 去 鲁 ， 曰 ：,孟 子 说 ： 孔 子 离 开 鲁 国 时 ， 说 ：
孔 子 之 去 鲁 ，,孔 子 离 开 鲁 国 时 ，
孔 子 之 去 鲁 ， 曰 ：,孔 子 离 开 鲁 国 时 ， 说 ：
孔 子 之 去 鲁 ， 曰 ： 迟 迟 吾 行 也 。,孔 子 离 开 鲁 国 时 ， 说 ： 我 们 慢 慢 地 走 吧 ，
曰 ：,说 ：
曰 ： 迟 迟 吾 行 也 。,说 ： 我 们 慢 慢 地 走 吧 ，
迟 迟 吾 行 也 。,我 们 慢 慢 地 走 吧 ，
去 父 母 国 之 道 也 。,这 是 离 开 父 母 之 国 的 道 理 。
去 齐 ，,离 开 齐 国 ，
去 齐 ， 接 淅 而 行 ，,离 开 齐 国 ， 承 受 着 风 霜 雪 雨 就 走 了 ，
去 齐 ， 接 淅 而 行 ， 去 他 国 之 道 也 。,离 开 齐 国 ， 承 受 着 风 霜 雪 雨 就 走 了 ， 这 就 是 离 开 别 国 的 感 情 态 度 。
接 淅 而 行 ，,承 受 着 风 霜 雪 雨 就 走 了 ，
接 淅 而 行 ， 去 他 国 之 道 也 。,承 受 着 风 霜 雪 雨 就 走 了 ， 这 就 是 离 开 别 国 的 感 情 态 度 。
去 他 国 之 道 也 。,这 就 是 离 开 别 国 的 感 情 态 度 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 君 子 之 厄 于 陈 蔡 之 闲 ，,孟 子 说 ： 君 子 受 困 于 陈 国 、 蔡 国 之 间 ，
孟 子 曰 ： 君 子 之 厄 于 陈 蔡 之 闲 ， 无 上 下 之 交 也 。,孟 子 说 ： 君 子 受 困 于 陈 国 、 蔡 国 之 间 ， 是 因 为 上 下 没 有 什 么 交 往 。
君 子 之 厄 于 陈 蔡 之 闲 ，,君 子 受 困 于 陈 国 、 蔡 国 之 间 ，
君 子 之 厄 于 陈 蔡 之 闲 ， 无 上 下 之 交 也 。,君 子 受 困 于 陈 国 、 蔡 国 之 间 ， 是 因 为 上 下 没 有 什 么 交 往 。
无 上 下 之 交 也 。,是 因 为 上 下 没 有 什 么 交 往 。
貉 稽 曰 ：,貉 稽 说 ：
貉 稽 曰 ： 稽 大 不 理 于 口 。,貉 稽 说 ： 我 很 大 地 不 理 解 于 众 人 的 议 论 。
稽 大 不 理 于 口 。,我 很 大 地 不 理 解 于 众 人 的 议 论 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 无 伤 也 。,孟 子 说 ： 这 没 有 什 么 妨 碍 。
无 伤 也 。,这 没 有 什 么 妨 碍 。
士 憎 兹 多 口 。,读 书 人 都 憎 恶 这 种 众 人 的 议 论 。
诗 云 ：,《 诗 经 》 上 说 ：
诗 云 ： 忧 心 悄 悄 ，,《 诗 经 》 上 说 ： 内 心 很 忧 愁 ，
诗 云 ： 忧 心 悄 悄 ， 愠 于 群 小 。,《 诗 经 》 上 说 ： 内 心 很 忧 愁 ， 被 那 些 小 人 所 怨 恨 。
忧 心 悄 悄 ，,内 心 很 忧 愁 ，
忧 心 悄 悄 ， 愠 于 群 小 。,内 心 很 忧 愁 ， 被 那 些 小 人 所 怨 恨 。
愠 于 群 小 。,被 那 些 小 人 所 怨 恨 。
孔 子 也 。,孔 子 就 是 这 样 的 。
肆 不 殄 厥 愠 ，,展 现 而 不 断 绝 他 的 怨 恨 ，
肆 不 殄 厥 愠 ， 亦 不 陨 厥 问 。,展 现 而 不 断 绝 他 的 怨 恨 ， 也 不 失 去 对 他 的 问 候 。
亦 不 陨 厥 问 。,也 不 失 去 对 他 的 问 候 。
文 王 也 。,周 文 王 就 是 这 样 的 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 贤 者 以 其 昭 昭 ，,孟 子 说 ： 贤 能 的 人 以 自 己 的 明 亮 使 人 明 亮 ，
孟 子 曰 ： 贤 者 以 其 昭 昭 ， 使 人 昭 昭 。,孟 子 说 ： 贤 能 的 人 以 自 己 的 明 亮 使 人 明 亮 ， 现 在 的 人 却 以 自 己 的 昏 昧 想 使 人 明 亮 。
贤 者 以 其 昭 昭 ，,贤 能 的 人 以 自 己 的 明 亮 使 人 明 亮 ，
贤 者 以 其 昭 昭 ， 使 人 昭 昭 。,贤 能 的 人 以 自 己 的 明 亮 使 人 明 亮 ， 现 在 的 人 却 以 自 己 的 昏 昧 想 使 人 明 亮 。
使 人 昭 昭 。,现 在 的 人 却 以 自 己 的 昏 昧 想 使 人 明 亮 。
孟 子 谓 高 子 曰 ：,孟 子 告 诉 高 子 说 ：
孟 子 谓 高 子 曰 ： 山 径 之 蹊 闲 ，,孟 子 告 诉 高 子 说 ： 山 上 的 小 路 是 断 断 续 续 踩 踏 出 来 的 ，
孟 子 谓 高 子 曰 ： 山 径 之 蹊 闲 ， 介 然 用 之 而 成 路 。,孟 子 告 诉 高 子 说 ： 山 上 的 小 路 是 断 断 续 续 踩 踏 出 来 的 ， 有 了 独 特 的 用 途 也 就 成 了 道 路 。
山 径 之 蹊 闲 ，,山 上 的 小 路 是 断 断 续 续 踩 踏 出 来 的 ，
山 径 之 蹊 闲 ， 介 然 用 之 而 成 路 。,山 上 的 小 路 是 断 断 续 续 踩 踏 出 来 的 ， 有 了 独 特 的 用 途 也 就 成 了 道 路 。
介 然 用 之 而 成 路 。,有 了 独 特 的 用 途 也 就 成 了 道 路 。
为 闲 不 用 ，,如 果 断 断 续 续 不 用 ，
为 闲 不 用 ， 则 茅 塞 之 矣 。,如 果 断 断 续 续 不 用 ， 就 会 被 茅 草 堵 塞 。
则 茅 塞 之 矣 。,就 会 被 茅 草 堵 塞 。
今 茅 塞 子 之 心 矣 。,如 今 茅 草 已 经 堵 塞 了 你 的 心 路 。
高 子 曰 ：,高 子 说 ：
高 子 曰 ： 尚 文 王 之 声 。,高 子 说 ： 禹 的 音 乐 超 过 周 文 王 的 音 乐 。
尚 文 王 之 声 。,禹 的 音 乐 超 过 周 文 王 的 音 乐 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 何 以 言 之 ？,孟 子 说 ： 为 什 么 这 样 说 呢 ？
何 以 言 之 ？,为 什 么 这 样 说 呢 ？
曰 ：,高 子 说 ：
曰 ： 以 追 蠡 。,高 子 说 ： 因 为 比 瓢 还 小 。
以 追 蠡 。,因 为 比 瓢 还 小 。
曰 ：,孟 子 说 ：
曰 ： 是 奚 足 哉 ？,孟 子 说 ： 这 样 说 怎 么 足 够 呢 ？
是 奚 足 哉 ？,这 样 说 怎 么 足 够 呢 ？
城 门 之 轨 ，,城 门 下 的 车 辙 ，
城 门 之 轨 ， 两 马 之 力 与 ？,城 门 下 的 车 辙 ， 难 道 是 两 匹 马 的 力 量 留 下 的 吗 ？
两 马 之 力 与 ？,难 道 是 两 匹 马 的 力 量 留 下 的 吗 ？
齐 饥 。,齐 国 闹 饥 荒 ，
陈 臻 曰 ：,陈 臻 说 ：
陈 臻 曰 ： 国 人 皆 以 夫 子 将 复 为 发 棠 ，,陈 臻 说 ： 国 内 的 人 都 以 为 你 还 会 再 一 次 打 开 棠 邑 仓 库 救 济 灾 民 ，
陈 臻 曰 ： 国 人 皆 以 夫 子 将 复 为 发 棠 ， 殆 不 可 复 。,陈 臻 说 ： 国 内 的 人 都 以 为 你 还 会 再 一 次 打 开 棠 邑 仓 库 救 济 灾 民 ， 你 大 概 不 会 再 这 样 做 了 吧 。
国 人 皆 以 夫 子 将 复 为 发 棠 ，,国 内 的 人 都 以 为 你 还 会 再 一 次 打 开 棠 邑 仓 库 救 济 灾 民 ，
国 人 皆 以 夫 子 将 复 为 发 棠 ， 殆 不 可 复 。,国 内 的 人 都 以 为 你 还 会 再 一 次 打 开 棠 邑 仓 库 救 济 灾 民 ， 你 大 概 不 会 再 这 样 做 了 吧 。
殆 不 可 复 。,你 大 概 不 会 再 这 样 做 了 吧 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 是 为 冯 妇 也 。,孟 子 说 ： 那 就 成 冯 妇 了 。
是 为 冯 妇 也 。,那 就 成 冯 妇 了 。
晋 人 有 冯 妇 者 ，,晋 国 有 个 人 叫 冯 妇 ，
晋 人 有 冯 妇 者 ， 善 搏 虎 ，,晋 国 有 个 人 叫 冯 妇 ， 青 年 时 善 于 跟 虎 博 斗 ，
晋 人 有 冯 妇 者 ， 善 搏 虎 ， 卒 为 善 士 。,晋 国 有 个 人 叫 冯 妇 ， 青 年 时 善 于 跟 虎 博 斗 ， 老 年 时 成 为 很 善 良 的 读 书 人 。
善 搏 虎 ，,青 年 时 善 于 跟 虎 博 斗 ，
善 搏 虎 ， 卒 为 善 士 。,青 年 时 善 于 跟 虎 博 斗 ， 老 年 时 成 为 很 善 良 的 读 书 人 。
卒 为 善 士 。,老 年 时 成 为 很 善 良 的 读 书 人 。
则 之 野 ，,一 次 他 到 郊 外 ，
则 之 野 ， 有 众 逐 虎 。,一 次 他 到 郊 外 ， 有 很 多 人 在 追 逐 一 只 老 虎 。
有 众 逐 虎 。,有 很 多 人 在 追 逐 一 只 老 虎 。
虎 负 嵎 ，,老 虎 凭 借 着 山 势 弯 曲 险 阻 的 地 方 ，
虎 负 嵎 ， 莫 之 敢 撄 。,老 虎 凭 借 着 山 势 弯 曲 险 阻 的 地 方 ， 没 有 人 敢 去 触 犯 。
莫 之 敢 撄 。,没 有 人 敢 去 触 犯 。
望 见 冯 妇 ，,众 人 看 见 冯 妇 来 了 ，
望 见 冯 妇 ， 趋 而 迎 之 。,众 人 看 见 冯 妇 来 了 ， 都 上 前 迎 接 。
趋 而 迎 之 。,都 上 前 迎 接 。
冯 妇 攘 臂 下 车 。,冯 妇 挽 起 袖 子 下 车 ，
众 皆 悦 之 ，,大 家 都 很 高 兴 ，
众 皆 悦 之 ， 其 为 士 者 笑 之 。,大 家 都 很 高 兴 ， 只 有 读 书 的 人 们 讥 笑 他 。
其 为 士 者 笑 之 。,只 有 读 书 的 人 们 讥 笑 他 。
孟 子 曰 ：,孟 子 说 ：
孟 子 曰 ： 口 之 于 味 也 ，,孟 子 说 ： 口 舌 对 于 昧 道 ，
孟 子 曰 ： 口 之 于 味 也 ， 目 之 于 色 也 ，,孟 子 说 ： 口 舌 对 于 昧 道 ， 眼 睛 对 于 颜 色 ，
口 之 于 味 也 ，,口 舌 对 于 昧 道 ，
口 之 于 味 也 ， 目 之 于 色 也 ，,口 舌 对 于 昧 道 ， 眼 睛 对 于 颜 色 ，
口 之 于 味 也 ， 目 之 于 色 也 ， 耳 之 于 声 也 ，,口 舌 对 于 昧 道 ， 眼 睛 对 于 颜 色 ， 耳 朵 对 于 声 音 ，
目 之 于 色 也 ，,眼 睛 对 于 颜 色 ，
目 之 于 色 也 ， 耳 之 于 声 也 ，,眼 睛 对 于 颜 色 ， 耳 朵 对 于 声 音 ，
目 之 于 色 也 ， 耳 之 于 声 也 ， 鼻 之 于 臭 也 ，,眼 睛 对 于 颜 色 ， 耳 朵 对 于 声 音 ， 鼻 子 对 于 嗅 觉 ，
耳 之 于 声 也 ，,耳 朵 对 于 声 音 ，
